kilavuz_kodu,universite_adi,birim_adi,birim_grup_adi,il_kodu,il_adi,universite_turu,ogretim_turu,burs_orani,puan_turu,kaynak,cekme_tarihi,yil,genel_kontenjan,sehit_gazi_kontenjan,depremzede_kontenjan,okul_birincisi_kontenjan,taban_puan,taban_siralama
105590167,İSTANBUL TEKNİK ÜNİVERSİTESİ,Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,999.0,KIBRIS,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,7.0,,,,481.1257,30872.0
203910433,KOÇ ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (İngilizce) (%50 İndirimli),Endüstri Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,22.0,,,,484.39251,19557.0
203910433,KOÇ ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (İngilizce) (%50 İndirimli),Endüstri Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,20.0,,,,0.0,
109610076,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (Almanca),Endüstri Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,55.0,,,,484.15769,19704.0
109610076,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (Almanca),Endüstri Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,55.0,,,2.0,489.10346,15094.0
109610076,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (Almanca),Endüstri Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,55.0,,,,511.55315,11920.0
109610076,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (Almanca),Endüstri Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,50.0,,,,506.56745,13437.0
200510507,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,14.0,,,,469.82392,29530.0
200510507,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,15.0,2.0,1.0,,480.2857,19569.0
200510507,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,14.0,,,,509.30514,13139.0
200510507,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,13.0,,,,508.46252,12369.0
